order_id,customer_id,product_id,store_id,quantity,unit_price,discount_amount,tax_amount,sale_amount,sale_date,payment_method,load_type,sale_channel
ORD202605050001098,CUST004957,PROD00983,STORE0039,4,506.38,114.78,101.28,2012.02,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001099,CUST002460,PROD00888,STORE0038,3,2787.62,53.56,418.14,8727.44,2026-05-05,UPI,DELTA,APP
ORD202605050001100,CUST001253,PROD00376,STORE0027,1,225.34,148.99,11.27,87.62,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001101,CUST002132,PROD00484,STORE0030,1,1822.86,116.93,91.14,1797.07,2026-05-05,CASH,DELTA,APP
ORD202605050001102,CUST003402,PROD00871,STORE0023,3,4926.04,164.09,738.91,15352.94,2026-05-05,UPI,DELTA,APP
ORD202605050001103,CUST000275,PROD00668,STORE0091,5,2742.56,106.58,685.64,14291.86,2026-05-05,CARD,DELTA,APP
ORD202605050001104,CUST001880,PROD00499,STORE0061,5,4758.26,75.52,1189.57,24905.35,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001105,CUST004432,PROD00540,STORE0063,5,4459.43,40.17,1114.86,23371.84,2026-05-05,CARD,DELTA,APP
ORD202605050001106,CUST004308,PROD00080,STORE0011,2,3796.58,93.21,379.66,7879.61,2026-05-05,CASH,DELTA,APP
ORD202605050001107,CUST004629,PROD00636,STORE0014,5,318.73,80.44,79.68,1592.89,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001108,CUST003911,PROD00670,STORE0010,2,1826.07,12.67,182.61,3822.08,2026-05-05,CASH,DELTA,APP
ORD202605050001109,CUST000295,PROD00263,STORE0091,3,3582.24,184.31,537.34,11099.75,2026-05-05,UPI,DELTA,APP
ORD202605050001110,CUST004258,PROD00047,STORE0006,3,3718.98,94.6,557.85,11620.19,2026-05-05,UPI,DELTA,APP
ORD202605050001111,CUST000020,PROD00226,STORE0047,1,3999.76,67.51,199.99,4132.24,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001112,CUST002998,PROD00296,STORE0011,3,2680.33,20.87,402.05,8422.17,2026-05-05,CARD,DELTA,APP
ORD202605050001113,CUST002499,PROD00235,STORE0013,4,3328.61,41.4,665.72,13938.76,2026-05-05,CARD,DELTA,APP
ORD202605050001114,CUST002163,PROD00609,STORE0051,4,3163.73,196.06,632.75,13091.61,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001115,CUST004275,PROD00083,STORE0036,4,3215.2,8.16,643.04,13495.68,2026-05-05,CARD,DELTA,APP
ORD202605050001116,CUST002842,PROD00403,STORE0067,2,1861.91,17.72,186.19,3892.29,2026-05-05,CASH,DELTA,APP
ORD202605050001117,CUST001956,PROD00808,STORE0005,5,2258.42,172.34,564.61,11684.37,2026-05-05,CASH,DELTA,APP
ORD202605050001118,CUST004102,PROD00061,STORE0022,1,1780.68,105.49,89.03,1764.22,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001119,CUST001283,PROD00017,STORE0047,2,148.95,170.45,14.89,142.34,2026-05-05,CASH,DELTA,APP
ORD202605050001120,CUST000389,PROD00113,STORE0057,1,3548.6,92.9,177.43,3633.13,2026-05-05,CARD,DELTA,APP
ORD202605050001121,CUST000016,PROD00183,STORE0031,1,1747.59,59.26,87.38,1775.71,2026-05-05,CARD,DELTA,APP
ORD202605050001122,CUST002171,PROD00796,STORE0084,3,802.66,26.97,120.4,2501.41,2026-05-05,CASH,DELTA,APP
ORD202605050001123,CUST002516,PROD00646,STORE0005,3,4163.62,17.55,624.54,13097.85,2026-05-05,UPI,DELTA,APP
ORD202605050001124,CUST001576,PROD00786,STORE0052,1,3360.73,164.81,168.04,3363.96,2026-05-05,UPI,DELTA,APP
ORD202605050001125,CUST003503,PROD00524,STORE0034,4,4794.2,82.34,958.84,20053.3,2026-05-05,CARD,DELTA,APP
ORD202605050001126,CUST003063,PROD00569,STORE0050,3,2549.11,73.56,382.37,7956.14,2026-05-05,UPI,DELTA,APP
ORD202605050001127,CUST001242,PROD00110,STORE0098,4,4151.05,17.47,830.21,17416.94,2026-05-05,CASH,DELTA,APP
ORD202605050001128,CUST002546,PROD00493,STORE0017,1,1351.18,96.53,67.56,1322.21,2026-05-05,CARD,DELTA,APP
ORD202605050001129,CUST004898,PROD00860,STORE0054,5,235.98,21.79,58.99,1217.1,2026-05-05,CARD,DELTA,APP
ORD202605050001130,CUST000516,PROD00325,STORE0100,4,4266.92,72.62,853.38,17848.44,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001131,CUST002896,PROD00056,STORE0046,4,1402.77,104.02,280.55,5787.61,2026-05-05,UPI,DELTA,APP
ORD202605050001132,CUST004407,PROD00277,STORE0038,1,333.51,152.51,16.68,197.68,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001133,CUST002896,PROD00449,STORE0017,4,4658.48,47.17,931.7,19518.45,2026-05-05,CARD,DELTA,APP
ORD202605050001134,CUST003301,PROD00616,STORE0036,5,766.53,25.14,191.63,3999.14,2026-05-05,UPI,DELTA,APP
ORD202605050001135,CUST002008,PROD00668,STORE0069,4,3758.46,59.61,751.69,15725.92,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001136,CUST002278,PROD00990,STORE0095,5,523.95,157.56,130.99,2593.18,2026-05-05,CARD,DELTA,APP
ORD202605050001137,CUST001801,PROD00935,STORE0078,2,740.83,33.46,74.08,1522.28,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001138,CUST001275,PROD00918,STORE0058,4,2859.33,124.89,571.87,11884.3,2026-05-05,CARD,DELTA,APP
ORD202605050001139,CUST004273,PROD00404,STORE0060,5,650.01,21.26,162.5,3391.29,2026-05-05,UPI,DELTA,APP
ORD202605050001140,CUST002411,PROD00103,STORE0015,4,4790.76,18.28,958.15,20102.91,2026-05-05,UPI,DELTA,APP
ORD202605050001141,CUST000642,PROD00132,STORE0085,2,294.31,116.96,29.43,501.09,2026-05-05,UPI,DELTA,APP
ORD202605050001142,CUST000969,PROD00325,STORE0059,5,1448.38,118.63,362.1,7485.37,2026-05-05,CARD,DELTA,APP
ORD202605050001143,CUST002640,PROD00329,STORE0041,1,2682.54,144.44,134.13,2672.23,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001144,CUST000469,PROD00171,STORE0056,5,697.76,106.89,174.44,3556.35,2026-05-05,CASH,DELTA,APP
ORD202605050001145,CUST003699,PROD00497,STORE0089,4,1975.89,134.21,395.18,8164.53,2026-05-05,UPI,DELTA,APP
ORD202605050001146,CUST002724,PROD00394,STORE0095,4,2425.44,13.31,485.09,10173.54,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001147,CUST004455,PROD00084,STORE0055,1,2175.75,198.25,108.79,2086.29,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001148,CUST001135,PROD00507,STORE0093,5,416.36,125.05,104.09,2060.84,2026-05-05,CARD,DELTA,APP
ORD202605050001149,CUST003953,PROD00062,STORE0073,1,782.75,50.87,39.14,771.02,2026-05-05,CARD,DELTA,APP
ORD202605050001150,CUST003321,PROD00320,STORE0005,2,4226.32,139.62,422.63,8735.65,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001151,CUST003020,PROD00749,STORE0024,2,1264.59,85.27,126.46,2570.37,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001152,CUST002641,PROD00851,STORE0050,5,263.8,42.58,65.95,1342.37,2026-05-05,CASH,DELTA,APP
ORD202605050001153,CUST000769,PROD00352,STORE0061,5,4244.19,49.41,1061.05,22232.59,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001154,CUST002820,PROD00564,STORE0043,4,4388.27,32.15,877.65,18398.58,2026-05-05,UPI,DELTA,APP
ORD202605050001155,CUST002439,PROD00517,STORE0052,1,2399.73,184.54,119.99,2335.18,2026-05-05,CASH,DELTA,APP
ORD202605050001156,CUST001138,PROD00707,STORE0088,5,2345.68,189.64,586.42,12125.18,2026-05-05,UPI,DELTA,APP
ORD202605050001157,CUST003340,PROD00107,STORE0049,4,4207.71,142.53,841.54,17529.85,2026-05-05,UPI,DELTA,APP
ORD202605050001158,CUST002359,PROD00056,STORE0051,3,1246.01,89.78,186.9,3835.15,2026-05-05,UPI,DELTA,APP
ORD202605050001159,CUST001121,PROD00957,STORE0070,3,2135.22,171.13,320.28,6554.81,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001160,CUST004959,PROD00055,STORE0035,2,4321.58,140.53,432.16,8934.79,2026-05-05,UPI,DELTA,APP
ORD202605050001161,CUST002891,PROD00953,STORE0001,3,3049.83,140.65,457.47,9466.31,2026-05-05,CARD,DELTA,APP
ORD202605050001162,CUST004502,PROD00143,STORE0060,1,4788.3,181.56,239.42,4846.16,2026-05-05,CARD,DELTA,APP
ORD202605050001163,CUST004466,PROD00856,STORE0087,2,4169.54,88.81,416.95,8667.22,2026-05-05,CASH,DELTA,APP
ORD202605050001164,CUST004859,PROD00163,STORE0099,2,578.83,57.83,57.88,1157.71,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001165,CUST004542,PROD00485,STORE0073,4,1171.71,176.31,234.34,4744.87,2026-05-05,UPI,DELTA,APP
ORD202605050001166,CUST001785,PROD00384,STORE0100,4,194.44,185.07,38.89,631.58,2026-05-05,CARD,DELTA,APP
ORD202605050001167,CUST004113,PROD00396,STORE0081,1,2950.8,86.22,147.54,3012.12,2026-05-05,CASH,DELTA,APP
ORD202605050001168,CUST000159,PROD00427,STORE0016,2,1946.88,2.67,194.69,4085.78,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001169,CUST003731,PROD00516,STORE0066,2,1216.12,0.21,121.61,2553.64,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001170,CUST002833,PROD00422,STORE0054,3,3621.16,53.61,543.17,11353.04,2026-05-05,CARD,DELTA,APP
ORD202605050001171,CUST004657,PROD00396,STORE0048,5,4642.61,193.62,1160.65,24180.08,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001172,CUST002268,PROD00744,STORE0059,5,1966.62,124.0,491.65,10200.75,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001173,CUST000856,PROD00691,STORE0053,4,2143.08,135.56,428.62,8865.38,2026-05-05,CASH,DELTA,APP
ORD202605050001174,CUST000667,PROD00157,STORE0027,3,938.71,134.47,140.81,2822.47,2026-05-05,UPI,DELTA,APP
ORD202605050001175,CUST001599,PROD00204,STORE0028,2,3085.58,114.18,308.56,6365.54,2026-05-05,CARD,DELTA,APP
ORD202605050001176,CUST002323,PROD00194,STORE0038,2,302.42,23.15,30.24,611.93,2026-05-05,CASH,DELTA,APP
ORD202605050001177,CUST004243,PROD00242,STORE0029,2,3440.21,135.27,344.02,7089.17,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001178,CUST000524,PROD00187,STORE0083,2,4709.9,118.6,470.99,9772.19,2026-05-05,CARD,DELTA,APP
ORD202605050001179,CUST004035,PROD00142,STORE0075,4,1718.73,117.51,343.75,7101.16,2026-05-05,CARD,DELTA,APP
ORD202605050001180,CUST001215,PROD00059,STORE0050,4,3302.55,194.25,660.51,13676.46,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001181,CUST003311,PROD00609,STORE0067,4,4534.62,107.55,906.92,18937.85,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001182,CUST004293,PROD00213,STORE0096,4,2910.25,24.99,582.05,12198.06,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001183,CUST000717,PROD00394,STORE0053,4,2586.61,59.99,517.32,10803.77,2026-05-05,CASH,DELTA,APP
ORD202605050001184,CUST002278,PROD00570,STORE0037,4,4842.9,166.52,968.58,20173.66,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001185,CUST001137,PROD00007,STORE0078,2,3840.23,173.15,384.02,7891.33,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001186,CUST001153,PROD00142,STORE0031,2,850.95,99.7,85.1,1687.3,2026-05-05,UPI,DELTA,APP
ORD202605050001187,CUST001489,PROD00365,STORE0058,4,1605.64,7.72,321.13,6735.97,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001188,CUST000879,PROD00206,STORE0006,4,3756.62,170.35,751.32,15607.45,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001189,CUST003951,PROD00212,STORE0039,5,585.28,140.87,146.32,2931.85,2026-05-05,CARD,DELTA,APP
ORD202605050001190,CUST000803,PROD00287,STORE0100,5,288.09,148.91,72.02,1363.56,2026-05-05,CASH,DELTA,APP
ORD202605050001191,CUST001429,PROD00953,STORE0054,2,1508.81,127.03,150.88,3041.47,2026-05-05,UPI,DELTA,APP
ORD202605050001192,CUST000254,PROD00747,STORE0095,5,4727.55,144.72,1181.89,24674.92,2026-05-05,CASH,DELTA,APP
ORD202605050001193,CUST003836,PROD00530,STORE0064,3,340.97,128.02,51.15,946.04,2026-05-05,UPI,DELTA,APP
ORD202605050001194,CUST000430,PROD00865,STORE0051,1,4384.45,20.43,219.22,4583.24,2026-05-05,CASH,DELTA,APP
ORD202605050001195,CUST001432,PROD00227,STORE0077,3,2232.66,9.23,334.9,7023.65,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001196,CUST004421,PROD00341,STORE0025,3,3221.31,138.94,483.2,10008.19,2026-05-05,CASH,DELTA,APP
ORD202605050001197,CUST002388,PROD00277,STORE0024,1,4530.59,41.23,226.53,4715.89,2026-05-05,CARD,DELTA,APP
ORD202605050001198,CUST002670,PROD00427,STORE0088,4,3526.86,114.6,705.37,14698.21,2026-05-05,CASH,DELTA,APP
ORD202605050001199,CUST000237,PROD00442,STORE0004,2,3550.28,184.68,355.03,7270.91,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001200,CUST004641,PROD00616,STORE0052,1,3657.67,52.15,182.88,3788.4,2026-05-05,CARD,DELTA,APP
ORD202605050001201,CUST000255,PROD00968,STORE0040,2,2157.79,72.95,215.78,4458.41,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001202,CUST004579,PROD00551,STORE0072,4,3801.17,110.22,760.23,15854.69,2026-05-05,CARD,DELTA,APP
ORD202605050001203,CUST004937,PROD00118,STORE0052,4,552.04,42.59,110.41,2275.98,2026-05-05,UPI,DELTA,APP
ORD202605050001204,CUST004455,PROD00404,STORE0045,3,1812.96,24.75,271.94,5686.07,2026-05-05,CARD,DELTA,APP
ORD202605050001205,CUST004187,PROD00154,STORE0091,3,2539.82,128.69,380.97,7871.74,2026-05-05,CARD,DELTA,APP
ORD202605050001206,CUST002390,PROD00345,STORE0088,4,3061.4,14.15,612.28,12843.73,2026-05-05,CASH,DELTA,APP
ORD202605050001207,CUST004247,PROD00897,STORE0024,2,4154.73,164.23,415.47,8560.7,2026-05-05,CASH,DELTA,APP
ORD202605050001208,CUST002459,PROD00225,STORE0028,3,3889.6,191.02,583.44,12061.22,2026-05-05,CASH,DELTA,APP
ORD202605050001209,CUST003249,PROD00009,STORE0091,1,4998.16,176.4,249.91,5071.67,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001210,CUST000774,PROD00014,STORE0083,5,936.42,81.28,234.1,4834.92,2026-05-05,CARD,DELTA,APP
ORD202605050001211,CUST002990,PROD00699,STORE0075,1,1797.73,65.5,89.89,1822.12,2026-05-05,CASH,DELTA,APP
ORD202605050001212,CUST000237,PROD00268,STORE0048,3,1006.84,186.64,151.03,2984.91,2026-05-05,UPI,DELTA,APP
ORD202605050001213,CUST004546,PROD00942,STORE0097,5,3912.29,31.57,978.07,20507.95,2026-05-05,CASH,DELTA,APP
ORD202605050001214,CUST002367,PROD00135,STORE0010,4,576.34,164.1,115.27,2256.53,2026-05-05,CASH,DELTA,APP
ORD202605050001215,CUST000113,PROD00908,STORE0041,1,1173.03,166.87,58.65,1064.81,2026-05-05,UPI,DELTA,APP
ORD202605050001216,CUST000640,PROD00213,STORE0100,4,2808.2,176.73,561.64,11617.71,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001217,CUST000241,PROD00004,STORE0051,5,2693.56,31.08,673.39,14110.11,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001218,CUST001105,PROD00988,STORE0005,4,914.09,5.6,182.82,3833.58,2026-05-05,CASH,DELTA,APP
ORD202605050001219,CUST000059,PROD00342,STORE0047,1,777.64,12.4,38.88,804.12,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001220,CUST001455,PROD00240,STORE0026,3,2142.63,97.81,321.39,6651.47,2026-05-05,CASH,DELTA,APP
ORD202605050001221,CUST003299,PROD00239,STORE0091,1,2752.08,121.6,137.6,2768.08,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001222,CUST004370,PROD00236,STORE0049,1,458.93,15.94,22.95,465.94,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001223,CUST002633,PROD00831,STORE0005,2,2578.32,195.02,257.83,5219.45,2026-05-05,UPI,DELTA,APP
ORD202605050001224,CUST004829,PROD00867,STORE0078,2,3090.37,100.35,309.04,6389.43,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001225,CUST004445,PROD00745,STORE0090,1,4500.38,147.05,225.02,4578.35,2026-05-05,CASH,DELTA,APP
ORD202605050001226,CUST001799,PROD00038,STORE0042,2,1146.54,118.22,114.65,2289.51,2026-05-05,UPI,DELTA,APP
ORD202605050001227,CUST004383,PROD00074,STORE0051,2,2947.83,25.47,294.78,6164.97,2026-05-05,CASH,DELTA,APP
ORD202605050001228,CUST001591,PROD00324,STORE0068,2,4667.14,117.25,466.71,9683.74,2026-05-05,CASH,DELTA,APP
ORD202605050001229,CUST001361,PROD00828,STORE0087,2,3504.72,30.69,350.47,7329.22,2026-05-05,CASH,DELTA,APP
ORD202605050001230,CUST001936,PROD00356,STORE0019,3,1441.6,47.39,216.24,4493.65,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001231,CUST003358,PROD00618,STORE0094,3,4425.94,161.86,663.89,13779.85,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001232,CUST004090,PROD00024,STORE0014,1,3828.27,170.07,191.41,3849.61,2026-05-05,CARD,DELTA,APP
ORD202605050001233,CUST002781,PROD00019,STORE0058,4,2392.71,186.22,478.54,9863.16,2026-05-05,UPI,DELTA,APP
ORD202605050001234,CUST003365,PROD00093,STORE0079,1,3121.11,137.69,156.06,3139.48,2026-05-05,UPI,DELTA,APP
ORD202605050001235,CUST003050,PROD00443,STORE0088,5,470.64,62.17,117.66,2408.69,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001236,CUST002328,PROD00889,STORE0072,3,1121.65,97.21,168.25,3435.99,2026-05-05,CASH,DELTA,APP
ORD202605050001237,CUST000230,PROD00043,STORE0081,4,4045.24,48.25,809.05,16941.76,2026-05-05,CASH,DELTA,APP
ORD202605050001238,CUST001091,PROD00186,STORE0013,5,3606.75,6.15,901.69,18929.29,2026-05-05,CASH,DELTA,APP
ORD202605050001239,CUST001901,PROD00020,STORE0061,1,3909.92,184.71,195.5,3920.71,2026-05-05,UPI,DELTA,APP
ORD202605050001240,CUST001636,PROD00789,STORE0043,3,2068.8,69.74,310.32,6446.98,2026-05-05,CASH,DELTA,APP
ORD202605050001241,CUST002939,PROD00192,STORE0014,2,4868.97,75.83,486.9,10149.01,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001242,CUST004034,PROD00368,STORE0043,5,3778.12,29.05,944.53,19806.08,2026-05-05,CASH,DELTA,APP
ORD202605050001243,CUST004977,PROD00498,STORE0015,4,2527.85,4.38,505.57,10612.59,2026-05-05,CARD,DELTA,APP
ORD202605050001244,CUST002820,PROD00890,STORE0053,4,2024.3,99.54,404.86,8402.52,2026-05-05,UPI,DELTA,APP
ORD202605050001245,CUST002780,PROD00539,STORE0025,2,1437.22,163.92,143.72,2854.24,2026-05-05,CARD,DELTA,APP
ORD202605050001246,CUST004939,PROD00662,STORE0066,3,3920.52,140.06,588.08,12209.58,2026-05-05,CARD,DELTA,APP
ORD202605050001247,CUST001407,PROD00760,STORE0041,4,3068.53,152.62,613.71,12735.21,2026-05-05,UPI,DELTA,APP
ORD202605050001248,CUST004012,PROD00120,STORE0009,3,1839.24,60.44,275.89,5733.17,2026-05-05,CASH,DELTA,APP
ORD202605050001249,CUST004678,PROD00411,STORE0051,3,1553.27,90.11,232.99,4802.69,2026-05-05,UPI,DELTA,APP
ORD202605050001250,CUST001834,PROD00692,STORE0059,2,2320.13,94.54,232.01,4777.73,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001251,CUST001049,PROD00427,STORE0035,3,1712.37,167.58,256.86,5226.39,2026-05-05,UPI,DELTA,APP
ORD202605050001252,CUST000824,PROD00578,STORE0089,4,4245.12,99.62,849.02,17729.88,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001253,CUST000899,PROD00479,STORE0100,5,2376.93,193.13,594.23,12285.75,2026-05-05,CASH,DELTA,APP
ORD202605050001254,CUST001981,PROD00631,STORE0045,2,4735.82,196.12,473.58,9749.1,2026-05-05,CARD,DELTA,APP
ORD202605050001255,CUST003660,PROD00140,STORE0044,1,4965.04,197.19,248.25,5016.1,2026-05-05,UPI,DELTA,APP
ORD202605050001256,CUST000199,PROD00061,STORE0016,1,4673.24,109.75,233.66,4797.15,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001257,CUST002806,PROD00018,STORE0067,2,1875.13,173.69,187.51,3764.08,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001258,CUST000486,PROD00918,STORE0076,5,4719.78,108.85,1179.94,24669.99,2026-05-05,CASH,DELTA,APP
ORD202605050001259,CUST000528,PROD00460,STORE0013,3,3495.89,192.72,524.38,10819.33,2026-05-05,CARD,DELTA,APP
ORD202605050001260,CUST004566,PROD00230,STORE0079,2,350.94,47.95,35.09,689.02,2026-05-05,CARD,DELTA,APP
ORD202605050001261,CUST001405,PROD00904,STORE0002,5,3427.19,44.4,856.8,17948.35,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001262,CUST004565,PROD00404,STORE0091,5,2408.4,170.84,602.1,12473.26,2026-05-05,CASH,DELTA,APP
ORD202605050001263,CUST000877,PROD00256,STORE0086,2,1908.69,83.36,190.87,3924.89,2026-05-05,CASH,DELTA,APP
ORD202605050001264,CUST000083,PROD00521,STORE0100,2,1571.95,170.92,157.2,3130.18,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001265,CUST000949,PROD00925,STORE0018,3,2387.69,45.32,358.15,7475.9,2026-05-05,UPI,DELTA,APP
ORD202605050001266,CUST000387,PROD00577,STORE0053,1,2841.47,123.85,142.07,2859.69,2026-05-05,CARD,DELTA,APP
ORD202605050001267,CUST000103,PROD00192,STORE0061,3,2921.46,46.42,438.22,9156.18,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001268,CUST004255,PROD00344,STORE0028,3,1346.07,60.8,201.91,4179.32,2026-05-05,CARD,DELTA,APP
ORD202605050001269,CUST004814,PROD00542,STORE0012,5,3406.34,14.14,851.59,17869.15,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001270,CUST004211,PROD00324,STORE0077,4,4016.73,189.56,803.35,16680.71,2026-05-05,UPI,DELTA,APP
ORD202605050001271,CUST001070,PROD00965,STORE0055,3,4602.69,162.15,690.4,14336.32,2026-05-05,CASH,DELTA,APP
ORD202605050001272,CUST003876,PROD00499,STORE0014,5,2462.43,72.1,615.61,12855.66,2026-05-05,UPI,DELTA,APP
ORD202605050001273,CUST001525,PROD00905,STORE0067,1,4642.09,15.54,232.1,4858.65,2026-05-05,CARD,DELTA,APP
ORD202605050001274,CUST002937,PROD00860,STORE0071,3,2806.41,131.16,420.96,8709.03,2026-05-05,CASH,DELTA,APP
ORD202605050001275,CUST001162,PROD00230,STORE0043,1,2874.95,104.02,143.75,2914.68,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001276,CUST003187,PROD00777,STORE0057,3,4949.31,60.23,742.4,15530.1,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001277,CUST003600,PROD00104,STORE0051,4,2047.2,104.43,409.44,8493.81,2026-05-05,CARD,DELTA,APP
ORD202605050001278,CUST001366,PROD00461,STORE0025,2,3821.1,43.58,382.11,7980.73,2026-05-05,CASH,DELTA,APP
ORD202605050001279,CUST000589,PROD00360,STORE0070,2,2580.32,50.44,258.03,5368.23,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001280,CUST001820,PROD00873,STORE0003,2,2819.58,187.69,281.96,5733.43,2026-05-05,CASH,DELTA,APP
ORD202605050001281,CUST003968,PROD00896,STORE0010,5,2644.95,122.52,661.24,13763.47,2026-05-05,CARD,DELTA,APP
ORD202605050001282,CUST001453,PROD00577,STORE0069,5,2188.76,63.85,547.19,11427.14,2026-05-05,UPI,DELTA,APP
ORD202605050001283,CUST002805,PROD00083,STORE0015,2,4117.93,133.63,411.79,8514.02,2026-05-05,CARD,DELTA,APP
ORD202605050001284,CUST001340,PROD00841,STORE0080,2,3468.8,37.8,346.88,7246.68,2026-05-05,CARD,DELTA,APP
ORD202605050001285,CUST002991,PROD00798,STORE0100,2,1543.33,146.04,154.33,3094.95,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001286,CUST004189,PROD00618,STORE0008,3,533.21,53.84,79.98,1625.77,2026-05-05,CARD,DELTA,APP
ORD202605050001287,CUST000344,PROD00668,STORE0047,3,2324.6,172.37,348.69,7150.12,2026-05-05,CARD,DELTA,APP
ORD202605050001288,CUST002453,PROD00817,STORE0064,3,4122.61,133.24,618.39,12852.98,2026-05-05,UPI,DELTA,APP
ORD202605050001289,CUST001895,PROD00372,STORE0088,4,3116.14,193.94,623.23,12893.85,2026-05-05,CASH,DELTA,APP
ORD202605050001290,CUST002855,PROD00087,STORE0057,3,2434.17,113.16,365.13,7554.48,2026-05-05,CARD,DELTA,APP
ORD202605050001291,CUST000911,PROD00911,STORE0002,4,3446.24,178.49,689.25,14295.72,2026-05-05,UPI,DELTA,APP
ORD202605050001292,CUST004039,PROD00984,STORE0075,4,4121.08,160.92,824.22,17147.62,2026-05-05,UPI,DELTA,APP
ORD202605050001293,CUST004577,PROD00067,STORE0022,2,286.07,193.21,28.61,407.54,2026-05-05,UPI,DELTA,APP
ORD202605050001294,CUST000227,PROD00431,STORE0078,2,2664.62,65.86,266.46,5529.84,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001295,CUST001012,PROD00403,STORE0032,3,74.52,148.54,11.18,86.2,2026-05-05,CASH,DELTA,APP
ORD202605050001296,CUST003487,PROD00699,STORE0070,5,2346.25,74.4,586.56,12243.41,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001297,CUST000732,PROD00356,STORE0056,1,4580.36,119.94,229.02,4689.44,2026-05-05,UPI,DELTA,APP
ORD202605050001298,CUST001740,PROD00058,STORE0034,3,718.94,19.85,107.84,2244.81,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001299,CUST003572,PROD00473,STORE0040,4,1679.76,124.74,335.95,6930.25,2026-05-05,NETBANKING,DELTA,APP
ORD202605050001300,CUST000859,PROD00707,STORE0038,4,4990.57,131.52,998.11,20828.87,2026-05-05,UPI,DELTA,APP
ORD202605050001301,CUST003661,PROD00894,STORE0080,5,130.81,52.48,32.7,634.27,2026-05-05,CARD,DELTA,APP
ORD202605050001302,CUST004810,PROD00958,STORE0041,5,4332.16,5.72,1083.04,22738.12,2026-05-05,CARD,DELTA,APP
ORD202605050001303,CUST004894,PROD00036,STORE0089,1,2190.38,145.01,109.52,2154.89,2026-05-05,CASH,DELTA,APP
ORD202605050001304,CUST000017,PROD00325,STORE0041,4,1423.08,160.55,284.62,5816.39,2026-05-05,CARD,DELTA,APP
ORD202605050001305,CUST000420,PROD00700,STORE0091,5,198.5,105.3,49.62,936.82,2026-05-05,UPI,DELTA,APP
ORD202605050001306,CUST001427,PROD00589,STORE0094,5,796.7,67.76,199.18,4114.92,2026-05-05,UPI,DELTA,APP
