order_id,customer_id,product_id,store_id,quantity,unit_price,discount_amount,tax_amount,sale_amount,sale_date,payment_method,load_type,coupon_code
ORD202605030000493,CUST003771,PROD00211,STORE0058,2,1209.42,33.87,120.94,2505.91,2026-05-03,CASH,DELTA,
ORD202605030000494,CUST001431,PROD00142,STORE0033,4,701.75,16.85,140.35,2930.5,2026-05-03,NETBANKING,DELTA,
ORD202605030000495,CUST000960,PROD00588,STORE0007,4,1045.65,147.46,209.13,4244.27,2026-05-03,NETBANKING,DELTA,
ORD202605030000496,CUST001908,PROD00858,STORE0075,3,4717.91,100.48,707.69,14760.94,2026-05-03,NETBANKING,DELTA,
ORD202605030000497,CUST001381,PROD00401,STORE0048,5,4936.42,133.28,1234.11,25782.93,2026-05-03,UPI,DELTA,
ORD202605030000498,CUST000061,PROD00886,STORE0007,4,435.94,153.98,87.19,1676.97,2026-05-03,CARD,DELTA,
ORD202605030000499,CUST002528,PROD00443,STORE0093,1,3203.98,32.2,160.2,3331.98,2026-05-03,CASH,DELTA,
ORD202605030000500,CUST001592,PROD00910,STORE0097,2,4991.0,171.35,499.1,10309.75,2026-05-03,NETBANKING,DELTA,
ORD202605030000501,CUST000060,PROD00805,STORE0002,1,3346.08,127.77,167.3,3385.61,2026-05-03,CASH,DELTA,
ORD202605030000502,CUST003829,PROD00093,STORE0011,3,4791.81,158.0,718.77,14936.2,2026-05-03,CARD,DELTA,
ORD202605030000503,CUST000181,PROD00473,STORE0071,1,572.54,150.58,28.63,450.59,2026-05-03,CASH,DELTA,
ORD202605030000504,CUST004876,PROD00840,STORE0069,4,4427.61,97.81,885.52,18498.15,2026-05-03,CASH,DELTA,
ORD202605030000505,CUST000636,PROD00561,STORE0087,2,4663.61,151.55,466.36,9642.03,2026-05-03,NETBANKING,DELTA,
ORD202605030000506,CUST001950,PROD00213,STORE0021,4,2161.77,80.97,432.35,8998.46,2026-05-03,UPI,DELTA,
ORD202605030000507,CUST001260,PROD00146,STORE0002,2,2705.15,30.2,270.52,5650.62,2026-05-03,CASH,DELTA,
ORD202605030000508,CUST000036,PROD00847,STORE0072,2,1470.56,36.87,147.06,3051.31,2026-05-03,UPI,DELTA,
ORD202605030000509,CUST003629,PROD00744,STORE0083,5,4438.35,34.86,1109.59,23266.48,2026-05-03,NETBANKING,DELTA,
ORD202605030000510,CUST002191,PROD00377,STORE0056,2,4392.67,58.44,439.27,9166.17,2026-05-03,CARD,DELTA,
ORD202605030000511,CUST002067,PROD00764,STORE0056,2,580.83,168.78,58.08,1050.96,2026-05-03,CASH,DELTA,
ORD202605030000512,CUST002560,PROD00167,STORE0015,2,2508.47,21.45,250.85,5246.34,2026-05-03,CARD,DELTA,
ORD202605030000513,CUST000317,PROD00868,STORE0066,2,4483.59,26.99,448.36,9388.55,2026-05-03,CASH,DELTA,
ORD202605030000514,CUST000718,PROD00203,STORE0083,3,4237.96,130.88,635.69,13218.69,2026-05-03,UPI,DELTA,
ORD202605030000515,CUST003894,PROD00918,STORE0078,5,4798.01,193.03,1199.5,24996.52,2026-05-03,CASH,DELTA,
ORD202605030000516,CUST003384,PROD00346,STORE0083,5,4586.88,9.37,1146.72,24071.75,2026-05-03,NETBANKING,DELTA,
ORD202605030000517,CUST004314,PROD00607,STORE0067,5,1439.33,130.02,359.83,7426.46,2026-05-03,CARD,DELTA,
ORD202605030000518,CUST004403,PROD00969,STORE0062,5,3547.13,98.16,886.78,18524.27,2026-05-03,CARD,DELTA,
ORD202605030000519,CUST001230,PROD00368,STORE0011,3,2934.65,152.12,440.2,9092.03,2026-05-03,NETBANKING,DELTA,
ORD202605030000520,CUST004170,PROD00310,STORE0069,5,2403.11,187.68,600.78,12428.65,2026-05-03,CARD,DELTA,
ORD202605030000521,CUST000168,PROD00051,STORE0042,3,2471.73,15.21,370.76,7770.74,2026-05-03,CASH,DELTA,
ORD202605030000522,CUST004332,PROD00402,STORE0029,3,2939.37,21.14,440.91,9237.88,2026-05-03,UPI,DELTA,
ORD202605030000523,CUST000136,PROD00965,STORE0009,3,1631.53,143.5,244.73,4995.82,2026-05-03,UPI,DELTA,
ORD202605030000524,CUST002484,PROD00497,STORE0031,3,933.24,48.81,139.99,2890.9,2026-05-03,UPI,DELTA,
ORD202605030000525,CUST000032,PROD00746,STORE0042,2,1997.79,184.87,199.78,4010.49,2026-05-03,NETBANKING,DELTA,
ORD202605030000526,CUST001438,PROD00356,STORE0018,1,217.18,108.94,10.86,119.1,2026-05-03,CASH,DELTA,
ORD202605030000527,CUST001962,PROD00733,STORE0067,5,2396.05,103.8,599.01,12475.46,2026-05-03,CASH,DELTA,
ORD202605030000528,CUST000090,PROD00661,STORE0026,4,2419.67,88.51,483.93,10074.1,2026-05-03,UPI,DELTA,
ORD202605030000529,CUST000461,PROD00846,STORE0086,1,4474.34,127.02,223.72,4571.04,2026-05-03,UPI,DELTA,
ORD202605030000530,CUST001616,PROD00943,STORE0065,5,4085.7,184.91,1021.43,21265.02,2026-05-03,UPI,DELTA,
ORD202605030000531,CUST003972,PROD00748,STORE0084,3,3049.38,83.15,457.41,9522.4,2026-05-03,UPI,DELTA,
ORD202605030000532,CUST004647,PROD00793,STORE0014,1,1786.76,45.89,89.34,1830.21,2026-05-03,NETBANKING,DELTA,
ORD202605030000533,CUST000568,PROD00443,STORE0089,3,4556.61,194.58,683.49,14158.74,2026-05-03,CARD,DELTA,
ORD202605030000534,CUST004471,PROD00329,STORE0070,3,2219.07,38.63,332.86,6951.44,2026-05-03,NETBANKING,DELTA,
ORD202605030000535,CUST001910,PROD00201,STORE0077,4,2338.38,79.3,467.68,9741.9,2026-05-03,NETBANKING,DELTA,
ORD202605030000536,CUST002294,PROD00375,STORE0028,5,4312.61,182.06,1078.15,22459.14,2026-05-03,UPI,DELTA,
ORD202605030000537,CUST001211,PROD00908,STORE0083,2,3588.48,173.98,358.85,7361.83,2026-05-03,UPI,DELTA,
ORD202605030000538,CUST004825,PROD00627,STORE0070,3,1612.01,193.35,241.8,4884.48,2026-05-03,UPI,DELTA,
ORD202605030000539,CUST002598,PROD00488,STORE0052,3,3669.91,91.16,550.49,11469.06,2026-05-03,CARD,DELTA,
ORD202605030000540,CUST001400,PROD00260,STORE0002,3,1118.88,8.47,167.83,3516.0,2026-05-03,CARD,DELTA,
ORD202605030000541,CUST000543,PROD00659,STORE0018,1,2561.28,7.48,128.06,2681.86,2026-05-03,CASH,DELTA,
ORD202605030000542,CUST003839,PROD00913,STORE0046,1,4717.21,23.37,235.86,4929.7,2026-05-03,UPI,DELTA,
ORD202605030000543,CUST001457,PROD00058,STORE0032,3,1520.33,95.32,228.05,4693.72,2026-05-03,CASH,DELTA,
ORD202605030000544,CUST000623,PROD00256,STORE0051,4,4075.95,155.84,815.19,16963.15,2026-05-03,CARD,DELTA,
ORD202605030000545,CUST002445,PROD00644,STORE0013,2,1676.73,106.39,167.67,3414.74,2026-05-03,NETBANKING,DELTA,
ORD202605030000546,CUST002683,PROD00078,STORE0047,2,3254.42,190.66,325.44,6643.62,2026-05-03,CARD,DELTA,
ORD202605030000547,CUST000453,PROD00060,STORE0059,5,3494.11,150.44,873.53,18193.64,2026-05-03,UPI,DELTA,
ORD202605030000548,CUST000548,PROD00450,STORE0031,4,1908.62,121.18,381.72,7895.02,2026-05-03,UPI,DELTA,
ORD202605030000549,CUST000260,PROD00073,STORE0090,1,2817.71,2.63,140.89,2955.97,2026-05-03,CARD,DELTA,
ORD202605030000550,CUST000431,PROD00564,STORE0018,2,2646.59,93.45,264.66,5464.39,2026-05-03,CASH,DELTA,
ORD202605030000551,CUST000904,PROD00606,STORE0078,4,2987.47,58.26,597.49,12489.11,2026-05-03,UPI,DELTA,
ORD202605030000552,CUST003586,PROD00520,STORE0044,4,674.77,171.08,134.95,2662.95,2026-05-03,UPI,DELTA,
ORD202605030000553,CUST001789,PROD00289,STORE0014,1,181.37,48.04,9.07,142.4,2026-05-03,UPI,DELTA,
ORD202605030000554,CUST004033,PROD00412,STORE0088,2,2136.59,42.62,213.66,4444.22,2026-05-03,CARD,DELTA,
ORD202605030000555,CUST000227,PROD00978,STORE0078,1,401.31,35.32,20.07,386.06,2026-05-03,CARD,DELTA,
ORD202605030000556,CUST000724,PROD00266,STORE0036,3,742.39,152.68,111.36,2185.85,2026-05-03,CASH,DELTA,
ORD202605030000557,CUST004779,PROD00196,STORE0066,3,618.16,66.01,92.72,1881.19,2026-05-03,UPI,DELTA,
ORD202605030000558,CUST000894,PROD00228,STORE0041,2,1237.64,197.91,123.76,2401.13,2026-05-03,CARD,DELTA,
ORD202605030000559,CUST004090,PROD00874,STORE0062,2,3805.61,40.32,380.56,7951.46,2026-05-03,NETBANKING,DELTA,
ORD202605030000560,CUST002896,PROD00655,STORE0058,3,4032.4,50.48,604.86,12651.58,2026-05-03,CARD,DELTA,
ORD202605030000561,CUST001078,PROD00460,STORE0011,3,2545.04,58.3,381.76,7958.58,2026-05-03,UPI,DELTA,
ORD202605030000562,CUST003720,PROD00536,STORE0067,3,3833.89,74.06,575.08,12002.69,2026-05-03,CARD,DELTA,
ORD202605030000563,CUST004501,PROD00501,STORE0033,5,3473.61,54.17,868.4,18182.28,2026-05-03,NETBANKING,DELTA,
ORD202605030000564,CUST000312,PROD00040,STORE0032,3,3058.44,109.26,458.77,9524.83,2026-05-03,UPI,DELTA,
ORD202605030000565,CUST000163,PROD00131,STORE0074,1,123.96,88.52,6.2,41.64,2026-05-03,NETBANKING,DELTA,
ORD202605030000566,CUST002543,PROD00489,STORE0049,1,1600.89,16.58,80.04,1664.35,2026-05-03,UPI,DELTA,
ORD202605030000567,CUST000769,PROD00001,STORE0030,5,4020.62,192.06,1005.15,20916.19,2026-05-03,NETBANKING,DELTA,
ORD202605030000568,CUST000683,PROD00201,STORE0022,5,1427.63,119.06,356.91,7376.0,2026-05-03,NETBANKING,DELTA,
ORD202605030000569,CUST003011,PROD00761,STORE0032,4,2048.0,178.2,409.6,8423.4,2026-05-03,CASH,DELTA,
ORD202605030000570,CUST000633,PROD00046,STORE0094,3,2747.92,41.19,412.19,8614.76,2026-05-03,CARD,DELTA,
ORD202605030000571,CUST003666,PROD00975,STORE0060,1,4688.99,91.54,234.45,4831.9,2026-05-03,CASH,DELTA,
ORD202605030000572,CUST000739,PROD00472,STORE0025,1,4843.05,149.13,242.15,4936.07,2026-05-03,UPI,DELTA,
ORD202605030000573,CUST003836,PROD00335,STORE0061,2,1769.12,59.03,176.91,3656.12,2026-05-03,CARD,DELTA,
ORD202605030000574,CUST002158,PROD00753,STORE0029,1,1738.62,131.64,86.93,1693.91,2026-05-03,UPI,DELTA,
ORD202605030000575,CUST000632,PROD01000,STORE0011,2,2709.35,34.46,270.94,5655.18,2026-05-03,NETBANKING,DELTA,
ORD202605030000576,CUST004306,PROD00988,STORE0011,2,4578.27,128.7,457.83,9485.67,2026-05-03,NETBANKING,DELTA,
ORD202605030000577,CUST002011,PROD00339,STORE0013,5,712.2,124.59,178.05,3614.46,2026-05-03,CARD,DELTA,
ORD202605030000578,CUST000953,PROD00210,STORE0036,2,4541.31,67.89,454.13,9468.86,2026-05-03,UPI,DELTA,
ORD202605030000579,CUST000204,PROD00974,STORE0005,2,4496.82,1.68,449.68,9441.64,2026-05-03,CASH,DELTA,
ORD202605030000580,CUST000940,PROD00083,STORE0029,2,202.68,122.13,20.27,303.5,2026-05-03,NETBANKING,DELTA,
ORD202605030000581,CUST004377,PROD00416,STORE0018,3,1821.24,131.48,273.19,5605.43,2026-05-03,CASH,DELTA,
ORD202605030000582,CUST002115,PROD00625,STORE0033,1,893.96,159.87,44.7,778.79,2026-05-03,CARD,DELTA,
ORD202605030000583,CUST003422,PROD00543,STORE0092,4,3809.67,52.5,761.93,15948.11,2026-05-03,CASH,DELTA,
ORD202605030000584,CUST000895,PROD00239,STORE0038,4,1954.34,110.64,390.87,8097.59,2026-05-03,CARD,DELTA,
ORD202605030000585,CUST002328,PROD00872,STORE0057,5,902.81,179.02,225.7,4560.73,2026-05-03,NETBANKING,DELTA,
ORD202605030000586,CUST003475,PROD00745,STORE0082,1,738.55,76.45,36.93,699.03,2026-05-03,UPI,DELTA,
ORD202605030000587,CUST003889,PROD00196,STORE0031,5,3842.78,163.09,960.7,20011.51,2026-05-03,CARD,DELTA,
ORD202605030000588,CUST002192,PROD00339,STORE0084,3,2728.8,161.24,409.32,8434.48,2026-05-03,CASH,DELTA,
ORD202605030000589,CUST004042,PROD00213,STORE0073,1,1679.92,101.83,84.0,1662.09,2026-05-03,UPI,DELTA,
ORD202605030000590,CUST000638,PROD00007,STORE0005,4,1131.37,81.0,226.27,4670.75,2026-05-03,UPI,DELTA,
ORD202605030000591,CUST002633,PROD00262,STORE0036,5,69.71,129.59,17.43,236.39,2026-05-03,UPI,DELTA,
ORD202605030000592,CUST000929,PROD00840,STORE0050,5,3944.85,23.51,986.21,20686.95,2026-05-03,CARD,DELTA,
ORD202605030000593,CUST001412,PROD00186,STORE0076,4,4322.02,126.2,864.4,18026.28,2026-05-03,UPI,DELTA,
ORD202605030000594,CUST002249,PROD00196,STORE0033,2,869.68,190.13,86.97,1636.2,2026-05-03,CASH,DELTA,
ORD202605030000595,CUST000235,PROD00233,STORE0029,1,3968.68,122.76,198.43,4044.35,2026-05-03,CARD,DELTA,
ORD202605030000596,CUST001630,PROD00389,STORE0030,4,4443.61,168.69,888.72,18494.47,2026-05-03,UPI,DELTA,
ORD202605030000597,CUST001408,PROD00435,STORE0037,3,4189.53,56.15,628.43,13140.87,2026-05-03,CASH,DELTA,
ORD202605030000598,CUST004746,PROD00040,STORE0063,5,1358.41,39.57,339.6,7092.08,2026-05-03,UPI,DELTA,
ORD202605030000599,CUST002765,PROD00109,STORE0024,5,2243.58,53.03,560.89,11725.76,2026-05-03,UPI,DELTA,
ORD202605030000600,CUST004483,PROD00796,STORE0056,3,3806.48,63.63,570.97,11926.78,2026-05-03,CARD,DELTA,
ORD202605030000601,CUST004079,PROD00789,STORE0037,4,4413.95,149.56,882.79,18389.03,2026-05-03,NETBANKING,DELTA,
ORD202605030000602,CUST000372,PROD00577,STORE0094,3,905.27,146.19,135.79,2705.41,2026-05-03,CASH,DELTA,
ORD202605030000603,CUST001198,PROD00669,STORE0017,1,1492.98,169.06,74.65,1398.57,2026-05-03,CASH,DELTA,
ORD202605030000604,CUST004740,PROD00410,STORE0015,5,1008.48,167.77,252.12,5126.75,2026-05-03,CASH,DELTA,
ORD202605030000605,CUST004382,PROD00265,STORE0010,4,4638.61,8.96,927.72,19473.2,2026-05-03,NETBANKING,DELTA,
ORD202605030000606,CUST001736,PROD00936,STORE0003,2,713.38,39.43,71.34,1458.67,2026-05-03,NETBANKING,DELTA,
ORD202605030000607,CUST003816,PROD00422,STORE0003,1,3804.38,101.66,190.22,3892.94,2026-05-03,CARD,DELTA,
ORD202605030000608,CUST004545,PROD00761,STORE0085,5,644.83,59.26,161.21,3326.1,2026-05-03,CASH,DELTA,
ORD202605030000609,CUST003324,PROD00357,STORE0039,4,3952.12,20.67,790.42,16578.23,2026-05-03,CARD,DELTA,
ORD202605030000610,CUST004333,PROD00293,STORE0099,1,904.37,124.44,45.22,825.15,2026-05-03,CARD,DELTA,
ORD202605030000611,CUST000635,PROD00950,STORE0044,5,4444.87,127.08,1111.22,23208.49,2026-05-03,CASH,DELTA,
ORD202605030000612,CUST004391,PROD00031,STORE0067,3,666.14,99.55,99.92,1998.79,2026-05-03,CARD,DELTA,
ORD202605030000613,CUST004508,PROD00669,STORE0046,1,4556.43,182.89,227.82,4601.36,2026-05-03,NETBANKING,DELTA,
ORD202605030000614,CUST000728,PROD00306,STORE0046,3,2394.97,0.12,359.25,7544.04,2026-05-03,NETBANKING,DELTA,
ORD202605030000615,CUST001240,PROD00961,STORE0024,2,3881.97,119.73,388.2,8032.41,2026-05-03,NETBANKING,DELTA,
ORD202605030000616,CUST002545,PROD00451,STORE0075,3,1017.57,125.03,152.64,3080.32,2026-05-03,CARD,DELTA,
ORD202605030000617,CUST001768,PROD00634,STORE0002,2,264.76,90.38,26.48,465.62,2026-05-03,NETBANKING,DELTA,
ORD202605030000618,CUST002270,PROD00061,STORE0052,2,4118.84,168.39,411.88,8481.17,2026-05-03,CASH,DELTA,
ORD202605030000619,CUST004378,PROD00320,STORE0055,1,1171.9,38.05,58.6,1192.45,2026-05-03,CARD,DELTA,
ORD202605030000620,CUST003287,PROD00309,STORE0081,3,2578.21,65.32,386.73,8056.04,2026-05-03,NETBANKING,DELTA,
ORD202605030000621,CUST001042,PROD00610,STORE0030,2,3515.79,150.65,351.58,7232.51,2026-05-03,UPI,DELTA,
ORD202605030000622,CUST002125,PROD00054,STORE0016,1,2780.84,1.77,139.04,2918.11,2026-05-03,NETBANKING,DELTA,
ORD202605030000623,CUST004771,PROD00489,STORE0024,3,851.25,150.73,127.69,2530.71,2026-05-03,UPI,DELTA,
ORD202605030000624,CUST003763,PROD00998,STORE0062,2,4283.58,170.45,428.36,8825.07,2026-05-03,CARD,DELTA,
ORD202605030000625,CUST001721,PROD00686,STORE0092,1,2068.92,4.66,103.45,2167.71,2026-05-03,CARD,DELTA,
ORD202605030000626,CUST000893,PROD00585,STORE0093,5,627.17,174.43,156.79,3118.21,2026-05-03,UPI,DELTA,
ORD202605030000627,CUST003172,PROD00340,STORE0088,2,1371.85,176.26,137.19,2704.63,2026-05-03,NETBANKING,DELTA,
ORD202605030000628,CUST003334,PROD00872,STORE0061,2,4010.29,189.06,401.03,8232.55,2026-05-03,CASH,DELTA,
ORD202605030000629,CUST004755,PROD00726,STORE0021,5,2133.53,92.62,533.38,11108.41,2026-05-03,CASH,DELTA,
ORD202605030000630,CUST000340,PROD00148,STORE0065,3,3912.28,147.19,586.84,12176.49,2026-05-03,NETBANKING,DELTA,
ORD202605030000631,CUST001183,PROD00928,STORE0007,1,2537.36,51.24,126.87,2612.99,2026-05-03,UPI,DELTA,
ORD202605030000632,CUST001562,PROD00026,STORE0018,2,2681.05,4.47,268.11,5625.74,2026-05-03,UPI,DELTA,
ORD202605030000633,CUST004923,PROD00641,STORE0038,2,2626.56,120.05,262.66,5395.73,2026-05-03,UPI,DELTA,
ORD202605030000634,CUST001318,PROD00016,STORE0087,2,1417.0,178.91,141.7,2796.79,2026-05-03,CASH,DELTA,
ORD202605030000635,CUST000101,PROD00373,STORE0002,3,3471.32,167.19,520.7,10767.47,2026-05-03,CARD,DELTA,
ORD202605030000636,CUST003243,PROD00574,STORE0011,4,2166.44,79.68,433.29,9019.37,2026-05-03,NETBANKING,DELTA,
ORD202605030000637,CUST003275,PROD00144,STORE0056,5,360.61,78.13,90.15,1815.07,2026-05-03,UPI,DELTA,
ORD202605030000638,CUST004438,PROD00866,STORE0088,3,3533.07,15.72,529.96,11113.45,2026-05-03,CASH,DELTA,
ORD202605030000639,CUST001160,PROD00660,STORE0079,5,951.49,54.59,237.87,4940.73,2026-05-03,CARD,DELTA,
ORD202605030000640,CUST002507,PROD00078,STORE0013,4,4689.36,195.4,937.87,19499.91,2026-05-03,UPI,DELTA,
ORD202605030000641,CUST004823,PROD00982,STORE0062,1,4600.71,35.89,230.04,4794.86,2026-05-03,UPI,DELTA,
ORD202605030000642,CUST003056,PROD00751,STORE0006,2,469.62,0.28,46.96,985.92,2026-05-03,CASH,DELTA,
ORD202605030000643,CUST003513,PROD00289,STORE0087,5,4131.17,40.39,1032.79,21648.25,2026-05-03,CASH,DELTA,
ORD202605030000644,CUST002305,PROD00945,STORE0058,3,3578.62,62.76,536.79,11209.89,2026-05-03,NETBANKING,DELTA,
ORD202605030000645,CUST001354,PROD00794,STORE0054,5,520.88,134.8,130.22,2599.82,2026-05-03,NETBANKING,DELTA,
ORD202605030000646,CUST001913,PROD00908,STORE0002,1,1463.87,175.02,73.19,1362.04,2026-05-03,CASH,DELTA,
ORD202605030000647,CUST002805,PROD00468,STORE0067,5,182.18,60.35,45.55,896.1,2026-05-03,CASH,DELTA,
ORD202605030000648,CUST003202,PROD00901,STORE0090,3,1953.61,41.05,293.04,6112.82,2026-05-03,NETBANKING,DELTA,
ORD202605030000649,CUST001647,PROD00191,STORE0088,4,444.25,161.55,88.85,1704.3,2026-05-03,NETBANKING,DELTA,
ORD202605030000650,CUST000838,PROD00889,STORE0069,1,225.07,134.83,11.25,101.49,2026-05-03,CARD,DELTA,
ORD202605030000651,CUST001962,PROD00272,STORE0043,5,2898.17,161.94,724.54,15053.45,2026-05-03,NETBANKING,DELTA,
ORD202605030000652,CUST001705,PROD00452,STORE0091,4,4297.05,54.4,859.41,17993.21,2026-05-03,CASH,DELTA,
ORD202605030000653,CUST003701,PROD00203,STORE0061,5,1852.53,150.56,463.13,9575.22,2026-05-03,CASH,DELTA,
ORD202605030000654,CUST002837,PROD00618,STORE0068,5,2484.12,180.96,621.03,12860.67,2026-05-03,UPI,DELTA,
ORD202605030000655,CUST004168,PROD00775,STORE0001,3,3694.75,78.59,554.21,11559.87,2026-05-03,CARD,DELTA,
ORD202605030000656,CUST002729,PROD00856,STORE0029,5,822.72,170.26,205.68,4149.02,2026-05-03,UPI,DELTA,
ORD202605030000657,CUST001309,PROD00158,STORE0093,4,133.94,16.65,26.79,545.9,2026-05-03,CARD,DELTA,
ORD202605030000658,CUST004872,PROD00232,STORE0009,2,3802.71,40.09,380.27,7945.6,2026-05-03,NETBANKING,DELTA,
ORD202605030000659,CUST004038,PROD00953,STORE0022,3,3660.55,199.9,549.08,11330.83,2026-05-03,NETBANKING,DELTA,
ORD202605030000660,CUST001635,PROD00372,STORE0053,2,3943.13,35.36,394.31,8245.21,2026-05-03,CASH,DELTA,
ORD202605030000661,CUST002380,PROD00046,STORE0078,2,1085.75,13.85,108.58,2266.23,2026-05-03,NETBANKING,DELTA,
ORD202605030000662,CUST001723,PROD00542,STORE0086,2,1466.32,7.45,146.63,3071.82,2026-05-03,UPI,DELTA,
ORD202605030000663,CUST002404,PROD00940,STORE0002,2,3106.54,67.16,310.65,6456.57,2026-05-03,UPI,DELTA,
ORD202605030000664,CUST000656,PROD00481,STORE0011,3,3459.03,145.97,518.85,10749.97,2026-05-03,NETBANKING,DELTA,
ORD202605030000665,CUST004089,PROD00600,STORE0037,4,1087.58,12.19,217.52,4555.65,2026-05-03,CASH,DELTA,
ORD202605030000666,CUST002607,PROD00141,STORE0084,1,1065.08,174.81,53.25,943.52,2026-05-03,NETBANKING,DELTA,
ORD202605030000667,CUST004201,PROD00468,STORE0062,3,4344.81,21.15,651.72,13665.0,2026-05-03,CASH,DELTA,
ORD202605030000668,CUST001686,PROD00608,STORE0096,2,1303.69,46.06,130.37,2691.69,2026-05-03,CARD,DELTA,
ORD202605030000669,CUST000043,PROD00630,STORE0034,3,4231.85,133.28,634.78,13197.05,2026-05-03,CARD,DELTA,
ORD202605030000670,CUST004992,PROD00254,STORE0013,3,4861.1,167.35,729.17,15145.12,2026-05-03,CARD,DELTA,
ORD202605030000671,CUST004723,PROD00201,STORE0056,5,4176.36,121.31,1044.09,21804.58,2026-05-03,CARD,DELTA,
ORD202605030000672,CUST002990,PROD00919,STORE0045,4,4832.88,155.31,966.58,20142.79,2026-05-03,NETBANKING,DELTA,
ORD202605030000673,CUST000373,PROD00582,STORE0030,4,2924.52,155.49,584.9,12127.49,2026-05-03,NETBANKING,DELTA,
ORD202605030000674,CUST002997,PROD00563,STORE0057,5,633.29,113.1,158.32,3211.67,2026-05-03,NETBANKING,DELTA,
ORD202605030000675,CUST002099,PROD00554,STORE0029,3,2946.19,162.08,441.93,9118.42,2026-05-03,CASH,DELTA,
ORD202605030000676,CUST001969,PROD00170,STORE0088,4,948.49,198.49,189.7,3785.17,2026-05-03,UPI,DELTA,
ORD202605030000677,CUST004648,PROD00984,STORE0017,2,2631.29,171.55,263.13,5354.16,2026-05-03,CASH,DELTA,
ORD202605030000678,CUST001012,PROD00249,STORE0067,4,1770.82,196.57,354.16,7240.87,2026-05-03,CASH,DELTA,
ORD202605030000679,CUST000317,PROD00529,STORE0080,4,4907.7,77.97,981.54,20534.37,2026-05-03,UPI,DELTA,
ORD202605030000680,CUST004808,PROD00602,STORE0017,5,1829.43,194.57,457.36,9409.94,2026-05-03,UPI,DELTA,
ORD202605030000681,CUST003252,PROD00314,STORE0098,3,2736.64,160.54,410.5,8459.88,2026-05-03,CASH,DELTA,
ORD202605030000682,CUST003971,PROD00636,STORE0015,4,1161.28,98.11,232.26,4779.27,2026-05-03,UPI,DELTA,
ORD202605030000683,CUST002046,PROD00042,STORE0053,4,2482.7,16.32,496.54,10411.02,2026-05-03,NETBANKING,DELTA,
ORD202605030000684,CUST001418,PROD00386,STORE0070,4,1155.89,55.33,231.18,4799.41,2026-05-03,UPI,DELTA,
ORD202605030000685,CUST000062,PROD00244,STORE0024,1,153.95,149.98,7.7,11.67,2026-05-03,UPI,DELTA,
ORD202605030000686,CUST000686,PROD00801,STORE0070,3,1460.43,16.5,219.06,4583.85,2026-05-03,UPI,DELTA,
ORD202605030000687,CUST003852,PROD00934,STORE0027,5,916.5,102.17,229.12,4709.45,2026-05-03,NETBANKING,DELTA,
ORD202605030000688,CUST000846,PROD00389,STORE0044,3,614.19,172.76,92.13,1761.94,2026-05-03,CASH,DELTA,
ORD202605030000689,CUST004691,PROD00484,STORE0020,1,4738.6,167.31,236.93,4808.22,2026-05-03,CASH,DELTA,
ORD202605030000690,CUST001943,PROD00692,STORE0074,5,3980.44,46.36,995.11,20850.95,2026-05-03,CASH,DELTA,
ORD202605030000691,CUST003904,PROD00275,STORE0063,4,1108.84,144.22,221.77,4512.91,2026-05-03,UPI,DELTA,
ORD202605030000692,CUST002205,PROD00233,STORE0050,5,2801.81,10.56,700.45,14698.94,2026-05-03,CARD,DELTA,
ORD202605030000693,CUST001387,PROD00600,STORE0037,4,3302.56,87.6,660.51,13783.15,2026-05-03,CASH,DELTA,
ORD202605030000694,CUST002225,PROD00803,STORE0064,2,3837.88,36.54,383.79,8023.01,2026-05-03,CARD,DELTA,
ORD202605030000695,CUST001127,PROD00308,STORE0042,3,4991.09,120.98,748.66,15600.95,2026-05-03,UPI,DELTA,
ORD202605030000696,CUST003745,PROD00991,STORE0010,5,620.9,20.88,155.23,3238.85,2026-05-03,UPI,DELTA,
ORD202605030000697,CUST003171,PROD00412,STORE0062,3,4693.66,80.29,704.05,14704.74,2026-05-03,CARD,DELTA,
ORD202605030000698,CUST002016,PROD00059,STORE0003,3,3156.14,171.12,473.42,9770.72,2026-05-03,CARD,DELTA,
ORD202605030000699,CUST004948,PROD00362,STORE0053,1,1376.2,107.0,68.81,1338.01,2026-05-03,CASH,DELTA,
ORD202605030000700,CUST002790,PROD00440,STORE0078,4,1014.1,184.9,202.82,4074.32,2026-05-03,NETBANKING,DELTA,
ORD202605030000701,CUST001748,PROD00236,STORE0022,2,2246.81,96.63,224.68,4621.67,2026-05-03,CARD,DELTA,
ORD202605030000702,CUST001745,PROD00577,STORE0089,4,283.46,56.48,56.69,1134.05,2026-05-03,NETBANKING,DELTA,
ORD202605030000703,CUST001456,PROD00954,STORE0060,3,4158.02,3.57,623.7,13094.19,2026-05-03,CASH,DELTA,
ORD202605030000704,CUST001426,PROD00638,STORE0055,5,3247.79,143.7,811.95,16907.2,2026-05-03,NETBANKING,DELTA,
ORD202605030000705,CUST003696,PROD00373,STORE0029,1,4452.74,131.42,222.64,4543.96,2026-05-03,CARD,DELTA,
ORD202605030000706,CUST004879,PROD00266,STORE0062,2,1323.99,19.96,132.4,2760.42,2026-05-03,UPI,DELTA,
ORD202605030000707,CUST000208,PROD00505,STORE0003,1,3972.41,145.3,198.62,4025.73,2026-05-03,CARD,DELTA,
ORD202605030000708,CUST003892,PROD00998,STORE0089,5,2821.35,36.59,705.34,14775.5,2026-05-03,CASH,DELTA,
