order_id,customer_id,product_id,store_id,quantity,unit_price,discount_amount,tax_amount,sale_amount,sale_date,payment_method,load_type
ORD202605060001038,CUST002438,PROD00636,STORE0021,3,4650.22,61.97,697.53,14586.22,2026-05-06,UPI,DELTA
ORD202605060001039,CUST003614,PROD00364,STORE0068,1,4705.42,191.39,235.27,4749.3,2026-05-06,CARD,DELTA
ORD202605060001040,CUST000721,PROD00677,STORE0026,3,4313.68,166.92,647.05,13421.17,2026-05-06,NETBANKING,DELTA
ORD202605060001041,CUST001293,PROD00272,STORE0028,4,3815.14,106.47,763.03,15917.12,2026-05-06,CARD,DELTA
ORD202605060001042,CUST002460,PROD00332,STORE0041,2,4804.81,65.25,480.48,10024.85,2026-05-06,UPI,DELTA
ORD202605060001043,CUST001844,PROD00879,STORE0012,5,384.29,133.2,96.07,1884.32,2026-05-06,CASH,DELTA
ORD202605060001044,CUST004415,PROD00272,STORE0055,2,959.7,137.39,95.97,1877.98,2026-05-06,CASH,DELTA
ORD202605060001045,CUST004942,PROD00067,STORE0022,1,915.98,106.44,45.8,855.34,2026-05-06,CASH,DELTA
ORD202605060001046,CUST003921,PROD00818,STORE0097,3,2211.13,70.79,331.67,6894.27,2026-05-06,CARD,DELTA
ORD202605060001047,CUST002324,PROD00925,STORE0087,3,3255.37,113.96,488.31,10140.46,2026-05-06,CARD,DELTA
ORD202605060001048,CUST001757,PROD00659,STORE0009,5,1298.76,136.24,324.69,6682.25,2026-05-06,NETBANKING,DELTA
ORD202605060001049,CUST003438,PROD00015,STORE0048,1,1775.97,166.1,88.8,1698.67,2026-05-06,CASH,DELTA
ORD202605060001050,CUST002439,PROD00057,STORE0052,4,1982.42,134.23,396.48,8191.93,2026-05-06,CARD,DELTA
ORD202605060001051,CUST000167,PROD00377,STORE0081,3,3140.7,174.35,471.1,9718.85,2026-05-06,NETBANKING,DELTA
ORD202605060001052,CUST003885,PROD00882,STORE0081,5,2146.53,7.8,536.63,11261.48,2026-05-06,CARD,DELTA
ORD202605060001053,CUST000767,PROD00954,STORE0012,4,1321.25,86.84,264.25,5462.41,2026-05-06,UPI,DELTA
ORD202605060001054,CUST000220,PROD00576,STORE0094,4,2274.36,40.35,454.87,9511.96,2026-05-06,NETBANKING,DELTA
ORD202605060001055,CUST003956,PROD00428,STORE0006,4,4086.36,67.64,817.27,17095.07,2026-05-06,CASH,DELTA
ORD202605060001056,CUST001175,PROD00115,STORE0018,1,4009.24,157.14,200.46,4052.56,2026-05-06,CARD,DELTA
ORD202605060001057,CUST000172,PROD00976,STORE0052,1,2038.94,97.33,101.95,2043.56,2026-05-06,UPI,DELTA
ORD202605060001058,CUST003374,PROD00286,STORE0024,3,4365.5,39.13,654.83,13712.2,2026-05-06,UPI,DELTA
ORD202605060001059,CUST004776,PROD00861,STORE0091,1,3763.97,110.36,188.2,3841.81,2026-05-06,CASH,DELTA
ORD202605060001060,CUST001196,PROD00865,STORE0080,5,2451.45,41.35,612.86,12828.76,2026-05-06,CARD,DELTA
ORD202605060001061,CUST002776,PROD00443,STORE0057,5,2887.13,37.37,721.78,15120.06,2026-05-06,UPI,DELTA
ORD202605060001062,CUST000375,PROD00437,STORE0089,4,2911.85,24.27,582.37,12205.5,2026-05-06,NETBANKING,DELTA
ORD202605060001063,CUST001049,PROD00536,STORE0079,2,1388.71,7.09,138.87,2909.2,2026-05-06,CARD,DELTA
ORD202605060001064,CUST000256,PROD00386,STORE0061,1,3264.82,175.97,163.24,3252.09,2026-05-06,UPI,DELTA
ORD202605060001065,CUST001934,PROD00576,STORE0098,3,1413.69,35.79,212.05,4417.33,2026-05-06,NETBANKING,DELTA
ORD202605060001066,CUST001790,PROD00034,STORE0053,5,4733.37,135.64,1183.34,24714.55,2026-05-06,NETBANKING,DELTA
ORD202605060001067,CUST002637,PROD00519,STORE0035,5,2958.27,145.24,739.57,15385.68,2026-05-06,NETBANKING,DELTA
ORD202605060001068,CUST002737,PROD00400,STORE0008,1,249.18,151.06,12.46,110.58,2026-05-06,CARD,DELTA
ORD202605060001069,CUST004062,PROD00965,STORE0066,5,2154.17,123.51,538.54,11185.88,2026-05-06,UPI,DELTA
ORD202605060001070,CUST003111,PROD00307,STORE0097,1,477.73,69.47,23.89,432.15,2026-05-06,CARD,DELTA
ORD202605060001071,CUST002841,PROD00546,STORE0090,1,4247.02,188.86,212.35,4270.51,2026-05-06,CARD,DELTA
ORD202605060001072,CUST004368,PROD00452,STORE0055,3,2169.5,196.87,325.43,6637.06,2026-05-06,NETBANKING,DELTA
ORD202605060001073,CUST002616,PROD00335,STORE0008,3,4636.53,178.19,695.48,14426.88,2026-05-06,CARD,DELTA
ORD202605060001074,CUST003968,PROD00085,STORE0011,1,1701.54,192.94,85.08,1593.68,2026-05-06,CARD,DELTA
ORD202605060001075,CUST003997,PROD00865,STORE0064,3,3691.68,192.54,553.75,11436.25,2026-05-06,CARD,DELTA
ORD202605060001076,CUST004713,PROD00489,STORE0098,3,3768.38,2.18,565.26,11868.22,2026-05-06,CARD,DELTA
ORD202605060001077,CUST003971,PROD00935,STORE0048,2,1196.05,72.63,119.61,2439.08,2026-05-06,CASH,DELTA
ORD202605060001078,CUST004612,PROD00252,STORE0023,4,738.55,11.2,147.71,3090.71,2026-05-06,CASH,DELTA
ORD202605060001079,CUST002984,PROD00512,STORE0006,4,3911.51,92.67,782.3,16335.67,2026-05-06,CARD,DELTA
ORD202605060001080,CUST000680,PROD00961,STORE0065,2,2898.32,128.67,289.83,5957.8,2026-05-06,CARD,DELTA
ORD202605060001081,CUST003164,PROD00928,STORE0023,5,4362.31,145.12,1090.58,22757.01,2026-05-06,CASH,DELTA
ORD202605060001082,CUST001649,PROD00267,STORE0047,1,3295.58,2.45,164.78,3457.91,2026-05-06,NETBANKING,DELTA
ORD202605060001083,CUST004459,PROD00503,STORE0048,1,4445.48,156.39,222.27,4511.36,2026-05-06,CARD,DELTA
ORD202605060001084,CUST000156,PROD00747,STORE0030,4,1344.72,120.19,268.94,5527.63,2026-05-06,CARD,DELTA
ORD202605060001085,CUST001625,PROD00015,STORE0062,3,2552.38,149.0,382.86,7891.0,2026-05-06,CARD,DELTA
ORD202605060001086,CUST000100,PROD00968,STORE0064,5,3458.62,95.42,864.65,18062.33,2026-05-06,CASH,DELTA
ORD202605060001087,CUST000399,PROD00291,STORE0061,3,1464.54,43.21,219.68,4570.09,2026-05-06,CARD,DELTA
ORD202605060001088,CUST002904,PROD00643,STORE0076,3,3067.11,158.87,460.07,9502.53,2026-05-06,NETBANKING,DELTA
ORD202605060001089,CUST003132,PROD00680,STORE0082,3,632.95,12.48,94.94,1981.31,2026-05-06,NETBANKING,DELTA
ORD202605060001090,CUST003936,PROD00204,STORE0051,2,453.77,2.0,45.38,950.92,2026-05-06,UPI,DELTA
ORD202605060001091,CUST000278,PROD00550,STORE0022,5,120.04,0.61,30.01,629.6,2026-05-06,CASH,DELTA
ORD202605060001092,CUST001866,PROD00890,STORE0085,3,2255.1,118.17,338.26,6985.39,2026-05-06,CASH,DELTA
ORD202605060001093,CUST001293,PROD00698,STORE0072,5,3877.37,135.33,969.34,20220.86,2026-05-06,NETBANKING,DELTA
ORD202605060001094,CUST000087,PROD00074,STORE0082,4,2138.97,119.67,427.79,8864.0,2026-05-06,UPI,DELTA
ORD202605060001095,CUST000531,PROD00313,STORE0031,1,4884.47,92.78,244.22,5035.91,2026-05-06,NETBANKING,DELTA
ORD202605060001096,CUST004933,PROD00455,STORE0089,3,4837.62,157.0,725.64,15081.5,2026-05-06,UPI,DELTA
ORD202605060001097,CUST004720,PROD00166,STORE0071,4,3001.64,28.75,600.33,12578.14,2026-05-06,UPI,DELTA
ORD202605060001098,CUST000281,PROD00227,STORE0034,5,2782.69,59.28,695.67,14549.84,2026-05-06,UPI,DELTA
ORD202605060001099,CUST000706,PROD00354,STORE0075,3,3247.84,64.77,487.18,10165.93,2026-05-06,UPI,DELTA
ORD202605060001100,CUST001927,PROD00998,STORE0050,2,3039.96,182.93,304.0,6200.99,2026-05-06,CASH,DELTA
ORD202605060001101,CUST004925,PROD00616,STORE0023,3,2964.43,196.27,444.66,9141.68,2026-05-06,UPI,DELTA
ORD202605060001102,CUST001579,PROD00265,STORE0060,2,3327.17,171.31,332.72,6815.75,2026-05-06,CARD,DELTA
ORD202605060001103,CUST004828,PROD00759,STORE0038,1,1703.95,60.66,85.2,1728.49,2026-05-06,CASH,DELTA
ORD202605060001104,CUST004311,PROD00538,STORE0039,2,176.11,110.62,17.61,259.21,2026-05-06,UPI,DELTA
ORD202605060001105,CUST000755,PROD00742,STORE0044,3,2357.94,132.85,353.69,7294.66,2026-05-06,UPI,DELTA
ORD202605060001106,CUST000233,PROD00213,STORE0092,1,1722.27,130.99,86.11,1677.39,2026-05-06,CASH,DELTA
ORD202605060001107,CUST000643,PROD00442,STORE0062,4,3562.44,106.85,712.49,14855.4,2026-05-06,CASH,DELTA
ORD202605060001108,CUST001598,PROD00026,STORE0013,5,926.56,32.14,231.64,4832.3,2026-05-06,UPI,DELTA
ORD202605060001109,CUST000317,PROD00095,STORE0024,2,4852.67,79.18,485.27,10111.43,2026-05-06,CASH,DELTA
ORD202605060001110,CUST000621,PROD00456,STORE0009,1,3382.16,29.94,169.11,3521.33,2026-05-06,CASH,DELTA
ORD202605060001111,CUST002710,PROD00138,STORE0071,1,3439.98,34.87,172.0,3577.11,2026-05-06,CARD,DELTA
ORD202605060001112,CUST003776,PROD00837,STORE0006,4,3854.02,1.01,770.8,16185.87,2026-05-06,NETBANKING,DELTA
ORD202605060001113,CUST004237,PROD00453,STORE0057,5,1565.61,53.58,391.4,8165.87,2026-05-06,NETBANKING,DELTA
ORD202605060001114,CUST000183,PROD00055,STORE0052,2,3534.83,171.37,353.48,7251.77,2026-05-06,NETBANKING,DELTA
ORD202605060001115,CUST003983,PROD00457,STORE0035,4,4681.44,45.76,936.29,19616.29,2026-05-06,UPI,DELTA
ORD202605060001116,CUST001415,PROD00353,STORE0003,3,1693.63,195.87,254.04,5139.06,2026-05-06,NETBANKING,DELTA
ORD202605060001117,CUST001657,PROD00693,STORE0058,5,3839.52,184.16,959.88,19973.32,2026-05-06,NETBANKING,DELTA
ORD202605060001118,CUST004347,PROD00321,STORE0055,5,1457.17,117.4,364.29,7532.74,2026-05-06,UPI,DELTA
ORD202605060001119,CUST004840,PROD00157,STORE0077,3,1336.75,87.75,200.51,4123.01,2026-05-06,NETBANKING,DELTA
ORD202605060001120,CUST000856,PROD00906,STORE0089,1,1480.09,82.26,74.0,1471.83,2026-05-06,NETBANKING,DELTA
ORD202605060001121,CUST002621,PROD00016,STORE0009,3,111.11,65.34,16.67,284.66,2026-05-06,CARD,DELTA
ORD202605060001122,CUST002686,PROD00053,STORE0081,5,2353.39,146.03,588.35,12209.27,2026-05-06,NETBANKING,DELTA
ORD202605060001123,CUST000960,PROD00560,STORE0046,1,4876.6,187.73,243.83,4932.7,2026-05-06,UPI,DELTA
ORD202605060001124,CUST002191,PROD00430,STORE0060,4,3272.24,5.61,654.45,13737.8,2026-05-06,CARD,DELTA
ORD202605060001125,CUST004392,PROD00920,STORE0072,3,2298.59,127.42,344.79,7113.14,2026-05-06,CASH,DELTA
ORD202605060001126,CUST004671,PROD00510,STORE0082,3,1559.62,140.11,233.94,4772.69,2026-05-06,UPI,DELTA
ORD202605060001127,CUST000819,PROD00996,STORE0099,5,3754.04,51.33,938.51,19657.38,2026-05-06,UPI,DELTA
ORD202605060001128,CUST002817,PROD00092,STORE0070,1,1424.57,88.43,71.23,1407.37,2026-05-06,CASH,DELTA
ORD202605060001129,CUST000599,PROD00517,STORE0049,5,3396.47,129.41,849.12,17702.06,2026-05-06,NETBANKING,DELTA
ORD202605060001130,CUST003928,PROD00880,STORE0064,3,2117.92,161.4,317.69,6510.05,2026-05-06,UPI,DELTA
ORD202605060001131,CUST001964,PROD00124,STORE0015,2,2095.95,13.84,209.59,4387.65,2026-05-06,CARD,DELTA
ORD202605060001132,CUST001694,PROD00633,STORE0037,5,4934.16,127.74,1233.54,25776.6,2026-05-06,CASH,DELTA
ORD202605060001133,CUST000164,PROD00626,STORE0031,5,4080.71,98.06,1020.18,21325.67,2026-05-06,CARD,DELTA
ORD202605060001134,CUST002349,PROD00925,STORE0041,2,2431.45,12.32,243.14,5093.72,2026-05-06,CARD,DELTA
ORD202605060001135,CUST002271,PROD00286,STORE0045,3,534.57,64.96,80.19,1618.94,2026-05-06,UPI,DELTA
ORD202605060001136,CUST004547,PROD00159,STORE0034,3,2697.61,0.83,404.64,8496.64,2026-05-06,CARD,DELTA
ORD202605060001137,CUST000553,PROD00616,STORE0040,5,2524.08,63.01,631.02,13188.41,2026-05-06,CARD,DELTA
ORD202605060001138,CUST001583,PROD00718,STORE0007,5,2963.94,76.36,740.99,15484.33,2026-05-06,CARD,DELTA
ORD202605060001139,CUST003087,PROD00920,STORE0004,5,3331.7,103.09,832.93,17388.34,2026-05-06,UPI,DELTA
ORD202605060001140,CUST003249,PROD00339,STORE0006,3,1897.91,86.15,284.69,5892.27,2026-05-06,UPI,DELTA
ORD202605060001141,CUST004414,PROD00629,STORE0052,2,2728.13,197.96,272.81,5531.11,2026-05-06,CARD,DELTA
ORD202605060001142,CUST003555,PROD00439,STORE0080,5,458.13,72.21,114.53,2332.97,2026-05-06,UPI,DELTA
ORD202605060001143,CUST004468,PROD00288,STORE0026,2,4434.38,108.35,443.44,9203.85,2026-05-06,CARD,DELTA
ORD202605060001144,CUST002406,PROD00292,STORE0094,5,3217.65,67.91,804.41,16824.75,2026-05-06,CARD,DELTA
ORD202605060001145,CUST004914,PROD00281,STORE0044,1,2932.15,107.52,146.61,2971.24,2026-05-06,NETBANKING,DELTA
ORD202605060001146,CUST003741,PROD00890,STORE0042,2,2335.89,142.12,233.59,4763.25,2026-05-06,UPI,DELTA
ORD202605060001147,CUST003348,PROD00505,STORE0025,5,215.46,16.6,53.87,1114.57,2026-05-06,NETBANKING,DELTA
ORD202605060001148,CUST000235,PROD00553,STORE0007,2,1235.61,57.54,123.56,2537.24,2026-05-06,CARD,DELTA
ORD202605060001149,CUST002358,PROD00735,STORE0043,1,2536.83,78.46,126.84,2585.21,2026-05-06,UPI,DELTA
ORD202605060001150,CUST003222,PROD00277,STORE0044,3,660.34,130.96,99.05,1949.11,2026-05-06,NETBANKING,DELTA
ORD202605060001151,CUST002689,PROD00817,STORE0077,5,923.47,153.96,230.87,4694.26,2026-05-06,NETBANKING,DELTA
ORD202605060001152,CUST003745,PROD00502,STORE0018,2,1625.05,157.84,162.5,3254.76,2026-05-06,NETBANKING,DELTA
ORD202605060001153,CUST000744,PROD00579,STORE0006,5,352.98,196.51,88.25,1656.64,2026-05-06,CARD,DELTA
ORD202605060001154,CUST003269,PROD00375,STORE0050,2,2696.56,58.5,269.66,5604.28,2026-05-06,CASH,DELTA
ORD202605060001155,CUST004371,PROD00249,STORE0038,5,4837.55,160.75,1209.39,25236.39,2026-05-06,CARD,DELTA
ORD202605060001156,CUST001517,PROD00178,STORE0029,4,88.96,70.34,17.79,303.29,2026-05-06,NETBANKING,DELTA
ORD202605060001157,CUST003893,PROD00538,STORE0071,1,3482.68,176.38,174.13,3480.43,2026-05-06,UPI,DELTA
ORD202605060001158,CUST003188,PROD00818,STORE0079,3,1690.14,189.5,253.52,5134.44,2026-05-06,UPI,DELTA
ORD202605060001159,CUST001201,PROD00034,STORE0086,5,4070.99,111.92,1017.75,21260.78,2026-05-06,CASH,DELTA
ORD202605060001160,CUST002981,PROD00064,STORE0013,2,3598.13,4.23,359.81,7551.84,2026-05-06,CASH,DELTA
ORD202605060001161,CUST004921,PROD00484,STORE0052,5,2221.04,16.95,555.26,11643.51,2026-05-06,CASH,DELTA
ORD202605060001162,CUST000286,PROD00747,STORE0089,3,4569.28,10.28,685.39,14382.95,2026-05-06,NETBANKING,DELTA
ORD202605060001163,CUST002198,PROD00199,STORE0064,3,738.36,197.15,110.75,2128.68,2026-05-06,UPI,DELTA
ORD202605060001164,CUST001399,PROD00025,STORE0064,1,432.77,46.6,21.64,407.81,2026-05-06,CARD,DELTA
ORD202605060001165,CUST002867,PROD00547,STORE0012,4,878.45,7.19,175.69,3682.3,2026-05-06,NETBANKING,DELTA
ORD202605060001166,CUST002039,PROD00700,STORE0030,3,2422.12,107.79,363.32,7521.89,2026-05-06,CARD,DELTA
ORD202605060001167,CUST002461,PROD00469,STORE0033,2,4650.09,30.32,465.01,9734.87,2026-05-06,UPI,DELTA
ORD202605060001168,CUST000706,PROD00155,STORE0013,2,2507.61,175.08,250.76,5090.9,2026-05-06,NETBANKING,DELTA
ORD202605060001169,CUST000322,PROD00728,STORE0093,5,2414.57,125.94,603.64,12550.55,2026-05-06,CARD,DELTA
ORD202605060001170,CUST002393,PROD00054,STORE0005,1,3996.09,194.0,199.8,4001.89,2026-05-06,NETBANKING,DELTA
ORD202605060001171,CUST000324,PROD00904,STORE0086,4,198.82,155.95,39.76,679.09,2026-05-06,CARD,DELTA
ORD202605060001172,CUST004210,PROD00209,STORE0095,5,1436.95,71.21,359.24,7472.78,2026-05-06,UPI,DELTA
ORD202605060001173,CUST002326,PROD00042,STORE0062,1,736.87,123.76,36.84,649.95,2026-05-06,UPI,DELTA
ORD202605060001174,CUST003005,PROD00680,STORE0043,5,4560.09,121.41,1140.02,23819.06,2026-05-06,UPI,DELTA
ORD202605060001175,CUST003441,PROD00500,STORE0056,5,78.52,83.62,19.63,328.61,2026-05-06,NETBANKING,DELTA
ORD202605060001176,CUST000713,PROD00245,STORE0020,5,4636.21,25.46,1159.05,24314.64,2026-05-06,CARD,DELTA
ORD202605060001177,CUST004619,PROD00002,STORE0009,2,2068.43,12.11,206.84,4331.59,2026-05-06,NETBANKING,DELTA
ORD202605060001178,CUST001360,PROD00434,STORE0007,5,3877.01,109.17,969.25,20245.13,2026-05-06,CARD,DELTA
ORD202605060001179,CUST003088,PROD00960,STORE0064,4,1036.58,86.39,207.32,4267.25,2026-05-06,NETBANKING,DELTA
ORD202605060001180,CUST003234,PROD00090,STORE0022,3,2706.89,90.14,406.03,8436.56,2026-05-06,UPI,DELTA
ORD202605060001181,CUST003823,PROD00436,STORE0071,3,2295.17,79.77,344.28,7150.02,2026-05-06,CASH,DELTA
ORD202605060001182,CUST002391,PROD00334,STORE0086,1,2986.06,22.08,149.3,3113.28,2026-05-06,CARD,DELTA
ORD202605060001183,CUST001169,PROD00979,STORE0068,3,4722.53,137.34,708.38,14738.63,2026-05-06,CARD,DELTA
ORD202605060001184,CUST004291,PROD00003,STORE0069,3,4499.95,159.56,674.99,14015.28,2026-05-06,CASH,DELTA
ORD202605060001185,CUST002391,PROD00943,STORE0010,4,2159.51,31.71,431.9,9038.23,2026-05-06,NETBANKING,DELTA
ORD202605060001186,CUST001758,PROD00551,STORE0075,2,1805.8,22.54,180.58,3769.64,2026-05-06,CARD,DELTA
ORD202605060001187,CUST003587,PROD00491,STORE0003,1,4419.1,111.58,220.96,4528.48,2026-05-06,UPI,DELTA
ORD202605060001188,CUST004972,PROD00014,STORE0018,2,655.51,170.63,65.55,1205.94,2026-05-06,CASH,DELTA
ORD202605060001189,CUST000210,PROD00512,STORE0034,2,2224.13,173.35,222.41,4497.32,2026-05-06,CASH,DELTA
ORD202605060001190,CUST001470,PROD00509,STORE0072,1,2946.13,33.45,147.31,3059.99,2026-05-06,NETBANKING,DELTA
ORD202605060001191,CUST003054,PROD00989,STORE0035,4,70.97,13.88,14.19,284.19,2026-05-06,NETBANKING,DELTA
ORD202605060001192,CUST003793,PROD00880,STORE0033,4,2902.19,80.9,580.44,12108.3,2026-05-06,NETBANKING,DELTA
ORD202605060001193,CUST003251,PROD00661,STORE0061,2,3360.27,107.02,336.03,6949.55,2026-05-06,CASH,DELTA
ORD202605060001194,CUST003306,PROD00192,STORE0013,4,439.74,157.4,87.95,1689.51,2026-05-06,CASH,DELTA
ORD202605060001195,CUST004182,PROD00123,STORE0002,1,267.05,191.2,13.35,89.2,2026-05-06,NETBANKING,DELTA
ORD202605060001196,CUST000805,PROD00734,STORE0009,1,4164.88,96.52,208.24,4276.6,2026-05-06,CARD,DELTA
ORD202605060001197,CUST002562,PROD00193,STORE0008,4,532.82,79.6,106.56,2158.24,2026-05-06,NETBANKING,DELTA
ORD202605060001198,CUST004322,PROD00567,STORE0025,4,2299.01,66.17,459.8,9589.67,2026-05-06,CASH,DELTA
ORD202605060001199,CUST000328,PROD00395,STORE0060,3,1149.29,32.18,172.39,3588.08,2026-05-06,CARD,DELTA
ORD202605060001200,CUST001586,PROD00316,STORE0045,5,2919.81,86.31,729.95,15242.69,2026-05-06,NETBANKING,DELTA
ORD202605060001201,CUST001019,PROD00348,STORE0029,2,2873.34,99.91,287.33,5934.1,2026-05-06,NETBANKING,DELTA
ORD202605060001202,CUST004683,PROD00417,STORE0023,3,666.89,28.63,100.03,2072.07,2026-05-06,CARD,DELTA
ORD202605060001203,CUST000058,PROD00333,STORE0037,3,3872.44,31.86,580.87,12166.33,2026-05-06,NETBANKING,DELTA
ORD202605060001204,CUST004618,PROD00490,STORE0065,4,4900.2,1.26,980.04,20579.58,2026-05-06,CASH,DELTA
ORD202605060001205,CUST003970,PROD00947,STORE0056,5,2198.19,55.49,549.55,11485.01,2026-05-06,CARD,DELTA
ORD202605060001206,CUST001436,PROD00233,STORE0017,4,3251.28,125.43,650.26,13529.95,2026-05-06,UPI,DELTA
ORD202605060001207,CUST001265,PROD00795,STORE0035,3,1669.87,112.72,250.48,5147.37,2026-05-06,NETBANKING,DELTA
ORD202605060001208,CUST001353,PROD00330,STORE0045,1,3722.67,119.15,186.13,3789.65,2026-05-06,UPI,DELTA
ORD202605060001209,CUST004696,PROD00354,STORE0061,2,699.72,159.96,69.97,1309.45,2026-05-06,CARD,DELTA
ORD202605060001210,CUST000978,PROD00642,STORE0055,1,524.96,82.95,26.25,468.26,2026-05-06,CARD,DELTA
ORD202605060001211,CUST002355,PROD00812,STORE0046,3,4709.37,198.54,706.41,14635.98,2026-05-06,NETBANKING,DELTA
ORD202605060001212,CUST004898,PROD00764,STORE0021,1,2391.93,160.8,119.6,2350.73,2026-05-06,NETBANKING,DELTA
ORD202605060001213,CUST002310,PROD00496,STORE0048,5,2755.31,8.45,688.83,14456.93,2026-05-06,NETBANKING,DELTA
ORD202605060001214,CUST001369,PROD00420,STORE0029,2,1094.09,181.75,109.41,2115.84,2026-05-06,UPI,DELTA
ORD202605060001215,CUST001602,PROD00191,STORE0034,4,1013.63,57.87,202.73,4199.38,2026-05-06,UPI,DELTA
ORD202605060001216,CUST004224,PROD00501,STORE0069,2,4107.98,25.0,410.8,8601.76,2026-05-06,NETBANKING,DELTA
ORD202605060001217,CUST004891,PROD00921,STORE0023,4,131.45,114.39,26.29,437.7,2026-05-06,UPI,DELTA
ORD202605060001218,CUST002228,PROD00139,STORE0085,2,4601.55,115.04,460.16,9548.22,2026-05-06,NETBANKING,DELTA
ORD202605060001219,CUST002361,PROD00049,STORE0080,3,1124.58,163.27,168.69,3379.16,2026-05-06,UPI,DELTA
ORD202605060001220,CUST002587,PROD00750,STORE0082,3,866.23,82.81,129.93,2645.81,2026-05-06,NETBANKING,DELTA
ORD202605060001221,CUST003949,PROD00312,STORE0011,1,239.94,76.03,12.0,175.91,2026-05-06,CARD,DELTA
ORD202605060001222,CUST003419,PROD00479,STORE0056,3,466.94,20.98,70.04,1449.88,2026-05-06,NETBANKING,DELTA
ORD202605060001223,CUST003267,PROD00749,STORE0062,1,1928.62,155.65,96.43,1869.4,2026-05-06,CARD,DELTA
ORD202605060001224,CUST001176,PROD00665,STORE0100,1,3821.69,28.89,191.08,3983.88,2026-05-06,NETBANKING,DELTA
ORD202605060001225,CUST002204,PROD00865,STORE0019,1,4679.63,91.89,233.98,4821.72,2026-05-06,CARD,DELTA
ORD202605060001226,CUST000740,PROD00549,STORE0099,4,3620.99,69.91,724.2,15138.25,2026-05-06,CARD,DELTA
ORD202605060001227,CUST000967,PROD00083,STORE0036,3,2473.63,183.95,371.04,7607.98,2026-05-06,CARD,DELTA
ORD202605060001228,CUST003794,PROD00291,STORE0089,5,830.21,123.93,207.55,4234.67,2026-05-06,CARD,DELTA
ORD202605060001229,CUST001971,PROD00233,STORE0063,4,3700.38,186.55,740.08,15355.05,2026-05-06,NETBANKING,DELTA
ORD202605060001230,CUST001494,PROD00753,STORE0028,2,4527.81,56.87,452.78,9451.53,2026-05-06,NETBANKING,DELTA
ORD202605060001231,CUST004154,PROD00042,STORE0099,3,2714.63,132.13,407.19,8418.95,2026-05-06,CASH,DELTA
ORD202605060001232,CUST001950,PROD00958,STORE0065,1,815.99,4.85,40.8,851.94,2026-05-06,NETBANKING,DELTA
ORD202605060001233,CUST001316,PROD00317,STORE0066,2,3422.28,184.45,342.23,7002.34,2026-05-06,CASH,DELTA
ORD202605060001234,CUST003796,PROD00231,STORE0020,2,4249.48,196.39,424.95,8727.52,2026-05-06,CASH,DELTA
ORD202605060001235,CUST003298,PROD00266,STORE0018,1,2223.98,56.58,111.2,2278.6,2026-05-06,UPI,DELTA
ORD202605060001236,CUST002553,PROD00505,STORE0032,2,997.09,144.12,99.71,1949.77,2026-05-06,NETBANKING,DELTA
ORD202605060001237,CUST004124,PROD00259,STORE0084,3,3542.69,49.99,531.4,11109.48,2026-05-06,UPI,DELTA
ORD202605060001238,CUST004325,PROD00853,STORE0015,2,2853.36,38.42,285.34,5953.64,2026-05-06,UPI,DELTA
ORD202605060001239,CUST003608,PROD00664,STORE0022,2,1869.17,162.46,186.92,3762.8,2026-05-06,CASH,DELTA
ORD202605060001240,CUST000958,PROD00995,STORE0050,4,1364.33,83.96,272.87,5646.23,2026-05-06,CARD,DELTA
ORD202605060001241,CUST003343,PROD00665,STORE0033,2,1545.36,63.67,154.54,3181.59,2026-05-06,CASH,DELTA
ORD202605060001242,CUST000512,PROD00814,STORE0072,1,1339.69,62.36,66.98,1344.31,2026-05-06,CASH,DELTA
ORD202605060001243,CUST001797,PROD00446,STORE0078,4,4368.97,153.45,873.79,18196.22,2026-05-06,NETBANKING,DELTA
ORD202605060001244,CUST001967,PROD00116,STORE0083,2,643.6,48.33,64.36,1303.23,2026-05-06,CARD,DELTA
ORD202605060001245,CUST003807,PROD00610,STORE0096,4,164.73,131.88,32.95,559.99,2026-05-06,CARD,DELTA
ORD202605060001246,CUST002549,PROD00414,STORE0046,1,3759.72,112.81,187.99,3834.9,2026-05-06,NETBANKING,DELTA
ORD202605060001247,CUST001685,PROD00893,STORE0018,5,2113.36,135.56,528.34,10959.58,2026-05-06,UPI,DELTA
ORD202605060001248,CUST002030,PROD00864,STORE0029,1,1804.96,162.2,90.25,1733.01,2026-05-06,CARD,DELTA
ORD202605060001249,CUST001729,PROD00647,STORE0081,5,2226.64,5.23,556.66,11684.63,2026-05-06,CASH,DELTA
ORD202605060001250,CUST001716,PROD00589,STORE0012,4,1007.25,69.88,201.45,4160.57,2026-05-06,UPI,DELTA
ORD202605060001251,CUST001207,PROD00759,STORE0030,4,3385.45,172.34,677.09,14046.55,2026-05-06,NETBANKING,DELTA
ORD202605060001252,CUST001328,PROD00478,STORE0012,4,1502.11,63.57,300.42,6245.29,2026-05-06,CARD,DELTA
ORD202605060001253,CUST000730,PROD00817,STORE0007,2,4545.44,120.97,454.54,9424.45,2026-05-06,CASH,DELTA
ORD202605060001254,CUST003848,PROD00796,STORE0037,5,3794.21,1.6,948.55,19918.0,2026-05-06,CARD,DELTA
ORD202605060001255,CUST000983,PROD00172,STORE0042,1,2605.8,154.81,130.29,2581.28,2026-05-06,NETBANKING,DELTA
ORD202605060001256,CUST003219,PROD00047,STORE0032,1,4109.65,17.96,205.48,4297.17,2026-05-06,UPI,DELTA
